At1g12970.0_1 1369 2005

At1g13210.0_1 100 492
At1g13210.0_1 578 1027
At1g13210.0_1 1105 2003
At1g13210.0_1 2089 2199
At1g13210.0_1 2299 2575
At1g13210.0_1 2660 2748
At1g13210.0_1 2846 2954
At1g13210.0_1 3049 3264
At1g13210.0_1 3370 3594
At1g13210.0_1 3688 3879
At1g13210.0_1 3972 4622

At1g13380.0_1 100 201
At1g13380.0_1 594 799
At1g13380.0_1 986 1244

At1g13670.0_1 100 777

At1g14370.0_1 100 166
At1g14370.0_1 436 782
At1g14370.0_1 877 1012
At1g14370.0_1 1114 1250
At1g14370.0_1 1337 1460
At1g14370.0_1 1731 2200

At1g14530.0_1 100 264
At1g14530.0_1 441 531
At1g14530.0_1 611 663
At1g14530.0_1 756 848
At1g14530.0_1 924 995
At1g14530.0_1 1169 1241
At1g14530.0_1 1329 1374
At1g14530.0_1 1636 1699
At1g14530.0_1 1790 1843
At1g14530.0_1 1972 2049
At1g14530.0_1 2185 2277

At1g14890.0_1 100 705

At1g15100.0_1 100 567

At1g15550.0_1 100 590
At1g15550.0_1 1024 1609

At1g16390.0_1 100 1656

At1g18490.0_1 100 295
At1g18490.0_1 719 870
At1g18490.0_1 955 1123
At1g18490.0_1 1202 1402
At1g18490.0_1 1494 1624

At1g18540.0_1 100 356
At1g18540.0_1 566 672
At1g18540.0_1 761 942
At1g18540.0_1 1045 1200

At1g19025.0_1 100 303
At1g19025.0_1 378 483
At1g19025.0_1 560 780
At1g19025.0_1 862 1980

At1g19610.0_1 100 267

At1g20430.0_1 100 450

At1g20440.0_1 100 438
At1g20440.0_1 584 1042

At1g20575.0_1 100 218
At1g20575.0_1 644 743
At1g20575.0_1 838 871
At1g20575.0_1 953 1029
At1g20575.0_1 1106 1131
At1g20575.0_1 1222 1386
At1g20575.0_1 1474 1588
At1g20575.0_1 1686 1790

At1g21065.0_1 100 276
At1g21065.0_1 396 456
At1g21065.0_1 567 661
At1g21065.0_1 741 774
At1g21065.0_1 939 993
At1g21065.0_1 1093 1135
At1g21065.0_1 1346 1417

At1g21270.0_1 100 931
At1g21270.0_1 1006 1176
At1g21270.0_1 1253 2448

At1g21600.0_1 100 585
At1g21600.0_1 686 754
At1g21600.0_1 1302 1406
At1g21600.0_1 1641 1760
At1g21600.0_1 2051 2140
At1g21600.0_1 2252 2368

At1g21640.0_1 100 330
At1g21640.0_1 544 2400
At1g21640.0_1 2516 2637
At1g21640.0_1 2727 2868
At1g21640.0_1 2968 3192
At1g21640.0_1 3341 3415
At1g21640.0_1 3561 3662
At1g21640.0_1 3840 4043

At1g21780.0_1 100 212
At1g21780.0_1 292 437
At1g21780.0_1 678 793
At1g21780.0_1 885 1490

At1g21980.0_1 100 1196
At1g21980.0_1 1291 1455
At1g21980.0_1 1624 1789
At1g21980.0_1 2004 2114
At1g21980.0_1 2195 2388
At1g21980.0_1 2478 2608
At1g21980.0_1 2694 2787
At1g21980.0_1 3056 3356

At1g22190.0_1 100 885

At1g22510.0_1 100 190
At1g22510.0_1 533 732
At1g22510.0_1 1183 1284
At1g22510.0_1 1429 1480
At1g22510.0_1 1582 1694

At1g23890.0_1 100 154
At1g23890.0_1 239 409
At1g23890.0_1 726 890
At1g23890.0_1 1022 1222
At1g23890.0_1 1308 1405
At1g23890.0_1 1487 1582

At1g24510.0_1 100 298
At1g24510.0_1 512 830
At1g24510.0_1 934 1282
At1g24510.0_1 1426 1558
At1g24510.0_1 1640 1692
At1g24510.0_1 1785 1887
At1g24510.0_1 2061 2227
At1g24510.0_1 2331 2444
At1g24510.0_1 2527 2697

At1g25370.0_1 100 828
At1g25370.0_1 926 988

At1g25440.0_1 100 1095
At1g25440.0_1 1188 1442

At1g26880.0_1 100 178
At1g26880.0_1 302 381
At1g26880.0_1 852 961
At1g26880.0_1 1048 1141

At1g27370.0_1 100 752
At1g27370.0_1 882 1003
At1g27370.0_1 1119 1367
At1g27370.0_1 1477 1631

At1g27410.0_1 100 391
At1g27410.0_1 475 677
At1g27410.0_1 761 868
At1g27410.0_1 952 1617

At1g27770.0_1 100 276
At1g27770.0_1 747 801
At1g27770.0_1 878 2548
At1g27770.0_1 2771 2829
At1g27770.0_1 3004 3162
At1g27770.0_1 3283 3454
At1g27770.0_1 3562 3860
At1g27770.0_1 3950 4198

At1g27930.0_1 100 969

At1g28050.0_1 100 885
At1g28050.0_1 1077 1244
At1g28050.0_1 1529 1773
At1g28050.0_1 1887 1989

At1g28710.0_1 100 231
At1g28710.0_1 305 694
At1g28710.0_1 775 1275

At1g29230.0_1 100 1662

At1g29690.0_1 100 387
At1g29690.0_1 767 1005
At1g29690.0_1 1214 1409
At1g29690.0_1 1518 1701
At1g29690.0_1 1788 1942
At1g29690.0_1 2028 2651

At1g29950.0_1 100 855

At1g31010.0_1 100 458
At1g31010.0_1 899 1170
At1g31010.0_1 1284 1387
At1g31010.0_1 1487 1622
At1g31010.0_1 1757 1824
At1g31010.0_1 1904 2047

At1g31335.0_1 100 312

At1g32900.0_1 100 441
At1g32900.0_1 521 601
At1g32900.0_1 693 791
At1g32900.0_1 865 954
At1g32900.0_1 1129 1192
At1g32900.0_1 1291 1391
At1g32900.0_1 1530 1639
At1g32900.0_1 1728 1971
At1g32900.0_1 2055 2231
At1g32900.0_1 2315 2593
At1g32900.0_1 2697 2825
At1g32900.0_1 2908 3024

At1g33170.0_1 100 822
At1g33170.0_1 1012 1222
At1g33170.0_1 1310 1610
At1g33170.0_1 2064 2531
At1g33170.0_1 3019 3235

At1g34780.0_1 100 288
At1g34780.0_1 387 574
At1g34780.0_1 658 782
At1g34780.0_1 959 1389

At1g35460.0_1 100 555
At1g35460.0_1 1042 1176
At1g35460.0_1 1277 1342
At1g35460.0_1 1684 1752
At1g35460.0_1 1862 1915

At1g43170.0_1 100 184
At1g43170.0_1 371 481
At1g43170.0_1 574 878
At1g43170.0_1 967 1376
At1g43170.0_1 1481 1739

At1g43890.0_1 100 235
At1g43890.0_1 323 391
At1g43890.0_1 892 957
At1g43890.0_1 1037 1158
At1g43890.0_1 1238 1366
At1g43890.0_1 1445 1561

At1g47230.0_1 100 420
At1g47230.0_1 693 925
At1g47230.0_1 1023 1175
At1g47230.0_1 1276 1309
At1g47230.0_1 1400 1549
At1g47230.0_1 1632 1766
At1g47230.0_1 1852 1935

At1g47980.0_1 100 434
At1g47980.0_1 914 1139
At1g47980.0_1 1547 1933

At1g49840.0_1 100 609
At1g49840.0_1 961 1305
At1g49840.0_1 1385 2014

At1g50020.0_1 100 280
At1g50020.0_1 615 832
At1g50020.0_1 1023 1130
At1g50020.0_1 1434 1556

At1g50420.0_1 100 1548

At1g51200.0_1 100 621

At1g51915.0_1 100 202
At1g51915.0_1 278 378

At1g52320.0_1 100 249
At1g52320.0_1 475 698
At1g52320.0_1 783 1605

At1g52740.0_1 100 207
At1g52740.0_1 616 912

At1g54140.0_1 100 360
At1g54140.0_1 603 893

At1g54630.0_1 100 156
At1g54630.0_1 661 762
At1g54630.0_1 862 984
At1g54630.0_1 1249 1377

At1g54840.0_1 100 883
At1g54840.0_1 966 1219

At1g54870.0_1 100 207
At1g54870.0_1 422 798
At1g54870.0_1 882 1240
At1g54870.0_1 1343 1365

At1g55805.0_1 100 429

At1g59700.0_1 100 426
At1g59700.0_1 1027 1404

At1g60850.0_1 100 234
At1g60850.0_1 536 724
At1g60850.0_1 807 936
At1g60850.0_1 1024 1104
At1g60850.0_1 1196 1383
At1g60850.0_1 1482 1577
At1g60850.0_1 1691 1784
At1g60850.0_1 1870 1986
At1g60850.0_1 2080 2177

At1g60870.0_1 100 302
At1g60870.0_1 375 615

At1g60960.0_1 100 114
At1g60960.0_1 200 257
At1g60960.0_1 447 1195
At1g60960.0_1 1295 1750

At1g61070.0_1 100 267

At1g61380.0_1 100 1363
At1g61380.0_1 1473 1583
At1g61380.0_1 1811 1947
At1g61380.0_1 2024 2234
At1g61380.0_1 2339 2576
At1g61380.0_1 2671 2821
At1g61380.0_1 2919 3224

At1g62040.0_1 100 136
At1g62040.0_1 337 392
At1g62040.0_1 479 531
At1g62040.0_1 775 893
At1g62040.0_1 1043 1137

At1g62300.0_1 100 465
At1g62300.0_1 671 772
At1g62300.0_1 867 1013
At1g62300.0_1 1103 1417
At1g62300.0_1 1516 1629
At1g62300.0_1 1751 2368

At1g62540.0_1 100 643
At1g62540.0_1 1707 1777
At1g62540.0_1 2218 2373
At1g62540.0_1 2500 2582
At1g62540.0_1 2683 2818
At1g62540.0_1 2894 3067
At1g62540.0_1 3448 3657

At1g63460.0_1 100 144
At1g63460.0_1 526 602
At1g63460.0_1 691 752
At1g63460.0_1 824 942
At1g63460.0_1 1033 1200
At1g63460.0_1 1276 1308

At1g64185.0_1 100 263
At1g64185.0_1 439 574
At1g64185.0_1 669 725

At1g64780.0_1 100 1644

At1g65980.0_1 100 254
At1g65980.0_1 463 542
At1g65980.0_1 1076 1329

At1g66070.0_1 100 112
At1g66070.0_1 311 432
At1g66070.0_1 560 708
At1g66070.0_1 832 979
At1g66070.0_1 1071 1227
At1g66070.0_1 1335 1426

At1g66740.0_1 100 208
At1g66740.0_1 508 623
At1g66740.0_1 697 1062

At1g67050.0_1 100 894

At1g68020.0_1 100 2202

At1g68340.0_1 100 756
At1g68340.0_1 841 918
At1g68340.0_1 990 995

At1g69780.0_1 100 235
At1g69780.0_1 317 699
At1g69780.0_1 1034 1399

At1g70770.0_1 100 576
At1g70770.0_1 677 814
At1g70770.0_1 908 1096
At1g70770.0_1 1195 1332
At1g70770.0_1 1433 1551
At1g70770.0_1 1637 1769
At1g70770.0_1 1854 1983
At1g70770.0_1 2068 2294
At1g70770.0_1 2382 2663

At1g71090.0_1 100 1473

At1g71380.0_1 100 294
At1g71380.0_1 369 872
At1g71380.0_1 953 1102
At1g71380.0_1 1181 1292
At1g71380.0_1 1367 1860

At1g71990.0_1 100 540
At1g71990.0_1 1005 1178
At1g71990.0_1 1262 1828

At1g72630.0_1 100 459

At1g73100.0_1 100 2109

At1g73240.0_1 100 591
At1g73240.0_1 677 901
At1g73240.0_1 1433 1810
At1g73240.0_1 1907 2371

At1g73920.0_1 100 140
At1g73920.0_1 507 680
At1g73920.0_1 765 1161
At1g73920.0_1 1260 1558
At1g73920.0_1 1653 1721
At1g73920.0_1 1821 1877
At1g73920.0_1 2303 2355
At1g73920.0_1 2446 2521
At1g73920.0_1 2656 3604

At1g74540.0_1 100 1593

At1g74800.0_1 100 880
At1g74800.0_1 1006 1238
At1g74800.0_1 1363 1653
At1g74800.0_1 1840 1968
At1g74800.0_1 2073 2246
At1g74800.0_1 2386 2493
At1g74800.0_1 2570 2782

At1g74860.0_1 100 114
At1g74860.0_1 358 534
At1g74860.0_1 1258 2268

At1g75230.0_1 100 1256
At1g75230.0_1 2090 2108

At1g75790.0_1 100 237
At1g75790.0_1 363 472
At1g75790.0_1 546 816
At1g75790.0_1 1029 1131
At1g75790.0_1 1229 1589
At1g75790.0_1 1693 2058
At1g75790.0_1 2141 2219
At1g75790.0_1 2299 2508

At1g75880.0_1 100 409
At1g75880.0_1 707 840
At1g75880.0_1 927 1160
At1g75880.0_1 1280 1535
At1g75880.0_1 1641 1834

At1g75960.0_1 100 1734

At1g75990.0_1 100 178
At1g75990.0_1 274 464
At1g75990.0_1 577 714
At1g75990.0_1 802 938
At1g75990.0_1 1029 1194
At1g75990.0_1 1362 1601
At1g75990.0_1 1683 2195

At1g76010.0_1 100 222
At1g76010.0_1 525 605
At1g76010.0_1 694 782
At1g76010.0_1 898 972
At1g76010.0_1 1112 1176
At1g76010.0_1 1262 1333
At1g76010.0_1 1443 1880
At1g76010.0_1 1974 2083

At1g76460.0_1 100 106
At1g76460.0_1 206 332
At1g76460.0_1 419 461
At1g76460.0_1 555 792
At1g76460.0_1 909 996
At1g76460.0_1 1097 1106

At1g76490.0_1 100 1088
At1g76490.0_1 1314 1495
At1g76490.0_1 1657 2003
At1g76490.0_1 2095 2355

At1g76600.0_1 100 750

At1g76900.0_1 100 459
At1g76900.0_1 556 643
At1g76900.0_1 724 856
At1g76900.0_1 950 1736

At1g77220.0_1 100 315
At1g77220.0_1 490 546
At1g77220.0_1 659 767
At1g77220.0_1 967 1151
At1g77220.0_1 1233 1321
At1g77220.0_1 1426 1681
At1g77220.0_1 1770 2015
At1g77220.0_1 2102 2398

At1g77540.0_1 100 372
At1g77540.0_1 449 520

At1g77610.0_1 100 195
At1g77610.0_1 349 598
At1g77610.0_1 685 892
At1g77610.0_1 1249 1480
At1g77610.0_1 1873 2097

At1g78140.0_1 100 273
At1g78140.0_1 466 575
At1g78140.0_1 689 832
At1g78140.0_1 919 1000
At1g78140.0_1 1190 1386
At1g78140.0_1 1476 1587
At1g78140.0_1 1672 1779
At1g78140.0_1 1901 2041

At1g78410.0_1 100 426

At1g78650.0_1 100 168
At1g78650.0_1 416 471
At1g78650.0_1 569 693
At1g78650.0_1 960 1119
At1g78650.0_1 1210 1625
At1g78650.0_1 1733 2191
At1g78650.0_1 2289 2394
At1g78650.0_1 2483 2621

At1g78680.0_1 100 363
At1g78680.0_1 454 540
At1g78680.0_1 626 715
At1g78680.0_1 832 926
At1g78680.0_1 1019 1079
At1g78680.0_1 1307 1396
At1g78680.0_1 1480 1542
At1g78680.0_1 1669 1757
At1g78680.0_1 1892 1984
At1g78680.0_1 2093 2144

At1g78880.0_1 100 945
At1g78880.0_1 1092 1247
At1g78880.0_1 1349 1560
At1g78880.0_1 1659 1851

At1g79050.0_1 100 348
At1g79050.0_1 865 956
At1g79050.0_1 1208 1283
At1g79050.0_1 1374 1436
At1g79050.0_1 1527 1656
At1g79050.0_1 1753 1838
At1g79050.0_1 1927 2052
At1g79050.0_1 2167 2271
At1g79050.0_1 2367 2423
At1g79050.0_1 2512 2574
At1g79050.0_1 2655 2731
At1g79050.0_1 2839 2911
At1g79050.0_1 3034 3156

At1g79510.0_1 100 437
At1g79510.0_1 515 1004

At1g79870.0_1 100 522
At1g79870.0_1 639 1157

At1g80350.0_1 100 227
At1g80350.0_1 459 930
At1g80350.0_1 1262 1459
At1g80350.0_1 1629 1873
At1g80350.0_1 1949 2107
At1g80350.0_1 2193 2280
At1g80350.0_1 2370 2651

At2g01270.0_1 100 293
At2g01270.0_1 559 583
At2g01270.0_1 653 745
At2g01270.0_1 843 1024
At2g01270.0_1 1189 1258
At2g01270.0_1 1355 1423
At2g01270.0_1 1504 1580
At2g01270.0_1 1673 1814
At2g01270.0_1 1898 1938
At2g01270.0_1 2020 2166
At2g01270.0_1 2251 2682
At2g01270.0_1 2769 2784

At2g01300.0_1 100 570

At2g03740.0_1 100 305
At2g03740.0_1 713 1076

At2g04890.0_1 100 1341

At2g05100.0_1 100 245
At2g05100.0_1 331 982

At2g11890.0_1 100 732

At2g14910.0_1 100 536
At2g14910.0_1 1034 1298
At2g14910.0_1 1425 1532
At2g14910.0_1 1630 1874
At2g14910.0_1 2053 2158

At2g15780.0_1 100 622
At2g15780.0_1 885 1135

At2g15890.0_1 100 316
At2g15890.0_1 404 477
At2g15890.0_1 562 882

At2g15960.0_1 100 333

At2g16460.0_1 100 279
At2g16460.0_1 428 559
At2g16460.0_1 642 701
At2g16460.0_1 1279 1355
At2g16460.0_1 1435 1491
At2g16460.0_1 1603 1669
At2g16460.0_1 1760 1879

At2g16660.0_1 100 432
At2g16660.0_1 552 1387
At2g16660.0_1 2291 2762

At2g16700.0_1 100 120
At2g16700.0_1 198 457
At2g16700.0_1 700 850

At2g17110.0_1 100 139
At2g17110.0_1 342 559
At2g17110.0_1 670 893
At2g17110.0_1 984 1701

At2g17220.0_1 100 175
At2g17220.0_1 490 824
At2g17220.0_1 925 1060
At2g17220.0_1 1148 1290
At2g17220.0_1 1372 1495
At2g17220.0_1 1572 2002

At2g17350.0_1 100 279
At2g17350.0_1 372 545

At2g17520.0_1 100 254
At2g17520.0_1 466 709
At2g17520.0_1 790 2045
At2g17520.0_1 2245 2417
At2g17520.0_1 2664 2910
At2g17520.0_1 2989 3292
At2g17520.0_1 3379 3525

At2g17840.0_1 100 1028
At2g17840.0_1 1362 1528
At2g17840.0_1 1616 1700
At2g17840.0_1 1798 1975

At2g18360.0_1 100 580
At2g18360.0_1 864 1039
At2g18360.0_1 1980 2069
At2g18360.0_1 2207 2274
At2g18360.0_1 2347 2473

At2g19940.0_1 100 192
At2g19940.0_1 519 626
At2g19940.0_1 732 818
At2g19940.0_1 899 949
At2g19940.0_1 1024 1095
At2g19940.0_1 1181 1300
At2g19940.0_1 1389 1449
At2g19940.0_1 1526 1606
At2g19940.0_1 1683 1762
At2g19940.0_1 1838 1927
At2g19940.0_1 2000 2128
At2g19940.0_1 2218 2325

At2g21280.0_1 100 180
At2g21280.0_1 281 325
At2g21280.0_1 471 546
At2g21280.0_1 627 686
At2g21280.0_1 798 916
At2g21280.0_1 993 1037
At2g21280.0_1 1139 1217
At2g21280.0_1 1313 1374
At2g21280.0_1 1530 1632
At2g21280.0_1 1729 1789
At2g21280.0_1 1879 1949
At2g21280.0_1 2036 2277

At2g21340.0_1 100 553
At2g21340.0_1 1182 1276
At2g21340.0_1 1407 1515
At2g21340.0_1 1599 1654
At2g21340.0_1 1832 1887
At2g21340.0_1 2049 2187
At2g21340.0_1 2304 2441
At2g21340.0_1 2520 2588
At2g21340.0_1 2674 2784
At2g21340.0_1 2887 3015
At2g21340.0_1 3108 3185
At2g21340.0_1 3274 3345
At2g21340.0_1 3446 3508
At2g21340.0_1 3597 3695

At2g21500.0_1 100 352
At2g21500.0_1 613 659
At2g21500.0_1 745 1674

At2g21510.0_1 100 186
At2g21510.0_1 286 345
At2g21510.0_1 460 542
At2g21510.0_1 614 779
At2g21510.0_1 869 998
At2g21510.0_1 1090 1248
At2g21510.0_1 1348 1526
At2g21510.0_1 1630 1710
At2g21510.0_1 1863 1958

At2g21860.0_1 100 393
At2g21860.0_1 483 1757

At2g22410.0_1 100 2145

At2g22690.0_1 100 1245

At2g22900.0_1 100 886
At2g22900.0_1 1372 1934

At2g23460.0_1 100 1173
At2g23460.0_1 1261 1503
At2g23460.0_1 1592 1780
At2g23460.0_1 1863 2049
At2g23460.0_1 2186 2430
At2g23460.0_1 2536 2699
At2g23460.0_1 2782 3346

At2g25490.0_1 100 124
At2g25490.0_1 496 2357

At2g25650.0_1 100 336
At2g25650.0_1 418 1341

At2g25735.0_1 100 459

At2g25850.0_1 100 240
At2g25850.0_1 337 414
At2g25850.0_1 790 897
At2g25850.0_1 1092 1154
At2g25850.0_1 1230 1391
At2g25850.0_1 1730 1843
At2g25850.0_1 1925 1987
At2g25850.0_1 2071 2400
At2g25850.0_1 2479 2643
At2g25850.0_1 2779 3741
At2g25850.0_1 3825 3920
At2g25850.0_1 4298 4417

At2g25940.0_1 100 282
At2g25940.0_1 698 862
At2g25940.0_1 942 1098
At2g25940.0_1 1185 1270
At2g25940.0_1 1345 1593
At2g25940.0_1 1708 1917
At2g25940.0_1 2013 2216
At2g25940.0_1 2442 2624

At2g26440.0_1 100 1054
At2g26440.0_1 1412 2100

At2g26870.0_1 100 566
At2g26870.0_1 1168 1540
At2g26870.0_1 1634 2338

At2g27290.0_1 100 336
At2g27290.0_1 823 1020
At2g27290.0_1 1109 1279

At2g27500.0_1 100 163
At2g27500.0_1 260 1290
At2g27500.0_1 1497 1580

At2g28420.0_1 100 654

At2g28430.0_1 100 120
At2g28430.0_1 205 324
At2g28430.0_1 635 751

At2g29460.0_1 100 420
At2g29460.0_1 658 1011

At2g29970.0_1 100 1259
At2g29970.0_1 1347 1587
At2g29970.0_1 1676 3283

At2g30050.0_1 100 1008

At2g30130.0_1 100 261
At2g30130.0_1 625 1044

At2g30440.0_1 100 426
At2g30440.0_1 707 775
At2g30440.0_1 864 941
At2g30440.0_1 1135 1221
At2g30440.0_1 1305 1372
At2g30440.0_1 1490 1613

At2g30980.0_1 100 210
At2g30980.0_1 1322 1414
At2g30980.0_1 1628 1687
At2g30980.0_1 1770 2042
At2g30980.0_1 2131 2205
At2g30980.0_1 2282 2338
At2g30980.0_1 2527 2667
At2g30980.0_1 2762 2812
At2g30980.0_1 2888 2983
At2g30980.0_1 3109 3192
At2g30980.0_1 3321 3422
At2g30980.0_1 3525 3620

At2g31380.0_1 100 282
At2g31380.0_1 628 921
At2g31380.0_1 1013 1252

At2g31880.0_1 100 2025

At2g32190.0_1 100 130
At2g32190.0_1 249 387
At2g32190.0_1 559 604

